Pin Designator,Net Name
1,scan_out_tb1_p
2,VSS
3,scan_out_rf_r
4,VSS
5,scan_out_rf_p
6,VSS
7,scan_out_ls_r
8,VSS
9,scan_out_ls_p
10,VSS
11,scan_out_wb_r
12,VSS
13,scan_out_wb_p
14,VSS
15,scan_out_id_r
16,VSS
17,scan_out_id_p
18,VSS
19,scan_out_if_r
20,VSS
21,scan_out_if_p
22,VSS
23,instr_err_i
24,VSS
25,slow_clk_i
26,VSS
27,
28,VSS
29,
30,RESERVED
31,
32,VSS
33,
34,VSS
35,fast_clk_i
36,VSS
37,instr_rvalid_i
38,VSS
39,instr_gnt_i
40,VSS
41,instr_req_o
42,VSS
43,scan_out_serdes_b_p
44,VSS
45,scan_in_serdes_b_p
46,VSS
47,scan_out_serdes_a_p
48,VSS
49,scan_in_serdes_a_p
50,VSS
51,boot_addr_shift_en
52,VSS
53,hard_id_serial_in
54,VSS
55,hard_id_shift_en
56,VSS
57,test_en_i
58,VSS
59,rst_ni
60,RESERVED
61,scan_out_tb2_r
62,VSS
63,scan_out_tb2_p
64,CAL_GND_OR_DGS
65,scan_out_tb1_r
66,VSS
67,CAL_FORCE
68,VSS
